"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"Analog1"|"V"|0.0|5.0|25,"Analog2"|""|0.0|5.0|25,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|200,"AccelY"|"G"|-3.0|3.0|200,"AccelZ"|"G"|-3.0|3.0|200,"Yaw"|"Deg/Sec"|-120|120|200,"Pitch"|"Deg/Sec"|-120|120|200,"Roll"|"Deg/Sec"|-120|120|200,"Gsum"|"G"|0.0|3.0|200,"RPM2"|"rpm"|0|8000|200,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10
393,0,,,,-0.06,-0.02,0.95,0,0,0,0.06,0,,,,,,,
408,0,,,,-0.01,-0.0,0.94,0,0,-0,0.01,0,,,,,,,
413,0,,,,-0.02,-0.01,0.99,0,0,-0,0.02,0,,,,,,,
418,0,,,,-0.02,-0.01,1.02,0,1,-0,0.02,0,,,,,,,
423,0,,,,-0.05,-0.01,0.98,0,1,-0,0.05,0,,,,,,,
428,0,,,,-0.06,-0.01,0.99,0,-0,-0,0.06,0,,,,,,,
433,0,,,,-0.03,-0.01,1.03,0,0,-0,0.03,0,,,,,,,
438,0,,,,0.0,-0.01,1.01,0,0,-0,0.01,0,,,,,,,
443,0,2.61,3.307,,0.02,0.0,0.97,0,0,-0,0.02,0,0.0,0.0,0.0,0.0,0,0,0.0
448,0,,,,0.01,-0.0,0.99,0,0,-0,0.01,0,,,,,,,
453,0,,,,-0.01,-0.02,1.01,0,1,-1,0.02,0,,,,,,,
458,0,,,,-0.05,-0.01,0.97,0,0,-0,0.05,0,,,,,,,
463,0,,,,-0.04,-0.01,0.97,0,-0,-0,0.04,0,,,,,,,
468,0,,,,-0.01,-0.01,1.02,0,-0,-0,0.01,0,,,,,,,
473,0,,,,0.01,-0.01,0.97,0,0,-0,0.02,0,,,,,,,
478,0,,,,0.0,-0.01,0.94,0,-0,-0,0.01,0,,,,,,,
483,0,2.62,3.276,,-0.01,-0.02,1.0,0,0,-0,0.02,0,,,,,,,
488,0,,,,-0.02,-0.03,1.0,0,1,-0,0.04,0,,,,,,,
493,0,,,,-0.04,-0.03,0.94,0,0,-0,0.05,0,,,,,,,
498,0,,,,-0.04,-0.03,0.98,0,-0,-0,0.05,0,,,,,,,
503,0,,,,-0.02,-0.03,1.02,0,0,-0,0.04,0,,,,,,,
508,0,,,,-0.01,-0.03,0.98,0,0,-0,0.03,0,,,,,,,
513,0,,,,-0.01,-0.03,0.97,0,-0,-0,0.03,0,,,,,,,
518,0,,,,-0.01,-0.03,1.0,0,-0,-0,0.03,0,,,,,,,
523,0,2.63,2.861,,-0.03,-0.05,0.99,0,0,-0,0.06,0,,,,,,,
528,0,,,,-0.06,-0.05,0.96,0,0,-0,0.07,0,,,,,,,
533,0,,,,-0.04,-0.04,0.99,0,-1,-0,0.06,0,,,,,,,
538,0,,,,-0.02,-0.04,1.03,0,-0,-0,0.04,0,,,,,,,
543,0,,,,-0.01,-0.04,0.97,0,-0,-0,0.04,0,0.0,0.0,0.0,0.0,0,0,0.0
548,0,,,,-0.02,-0.04,0.97,0,-1,0,0.04,0,,,,,,,
553,0,,,,-0.02,-0.04,1.03,0,0,0,0.05,0,,,,,,,
558,0,,,,-0.05,-0.05,0.99,0,0,0,0.07,0,,,,,,,
563,0,2.62,3.071,,-0.05,-0.05,0.96,0,-0,0,0.07,0,,,,,,,
568,0,,,,-0.05,-0.04,1.0,0,-0,0,0.07,0,,,,,,,
573,0,,,,-0.01,-0.04,1.01,0,0,0,0.04,0,,,,,,,
578,0,,,,0.0,-0.03,0.98,0,-0,0,0.03,0,,,,,,,
583,0,,,,0.0,-0.03,0.96,0,-0,0,0.03,0,,,,,,,
588,0,,,,-0.02,-0.03,1.01,0,0,0,0.04,0,,,,,,,
593,0,,,,-0.05,-0.04,1.0,0,1,-0,0.06,0,,,,,,,
598,0,,,,-0.05,-0.03,0.95,0,-0,0,0.06,0,,,,,,,
603,0,2.63,3.18,,-0.02,-0.03,1.0,0,-1,-0,0.04,0,,,,,,,
608,0,,,,-0.01,-0.02,1.01,0,0,-0,0.02,0,,,,,,,
613,0,,,,-0.0,-0.01,0.96,0,-0,-0,0.01,0,,,,,,,
618,0,,,,-0.01,-0.02,1.01,0,-0,-0,0.03,0,,,,,,,
623,0,,,,-0.02,-0.02,1.04,0,0,-0,0.03,0,,,,,,,
628,0,,,,-0.04,-0.02,0.99,0,0,-0,0.04,0,,,,,,,
633,0,,,,-0.05,-0.02,1.0,0,-0,-0,0.05,0,,,,,,,
638,0,,,,-0.02,-0.02,1.04,0,-0,-0,0.03,0,,,,,,,
643,0,2.64,3.175,,-0.01,-0.02,1.02,0,0,-0,0.02,0,0.0,0.0,0.0,0.0,0,0,0.0
648,0,,,,0.0,-0.0,0.98,0,-0,-0,0.0,0,,,,,,,
653,0,,,,-0.0,-0.01,1.01,0,-0,-0,0.01,0,,,,,,,
658,0,,,,-0.03,-0.02,1.03,0,0,-0,0.03,0,,,,,,,
663,0,,,,-0.05,-0.01,0.99,0,0,-0,0.06,0,,,,,,,
668,0,,,,-0.04,-0.02,1.0,0,-0,-0,0.05,0,,,,,,,
673,0,,,,-0.01,-0.01,1.04,0,-0,-0,0.02,0,,,,,,,
678,0,,,,-0.0,-0.02,0.99,0,0,-0,0.02,0,,,,,,,
683,0,2.68,3.235,,-0.01,-0.01,0.96,0,-0,-0,0.02,0,,,,,,,
688,0,,,,-0.02,-0.02,1.02,0,0,-0,0.03,0,,,,,,,
693,0,,,,-0.04,-0.03,1.0,0,1,-0,0.05,0,,,,,,,
698,0,,,,-0.05,-0.03,0.96,0,0,-0,0.06,0,,,,,,,
703,0,,,,-0.05,-0.03,1.0,0,-0,-0,0.06,0,,,,,,,
708,0,,,,-0.02,-0.03,1.02,0,0,-0,0.03,0,,,,,,,
713,0,,,,-0.01,-0.03,0.99,0,0,-0,0.03,0,,,,,,,
718,0,,,,-0.0,-0.03,0.96,0,0,-0,0.03,0,,,,,,,
723,0,2.68,3.142,,-0.02,-0.03,1.01,0,0,-0,0.04,0,,,,,,,
728,0,,,,-0.05,-0.04,1.0,0,1,-0,0.06,0,,,,,,,
733,0,,,,-0.06,-0.04,0.96,0,0,-0,0.07,0,,,,,,,
738,0,,,,-0.03,-0.04,1.0,0,-0,-0,0.05,0,,,,,,,
743,0,,,,-0.02,-0.03,1.03,0,0,-0,0.04,0,0.0,0.0,0.0,0.0,0,0,0.0
748,0,,,,-0.01,-0.02,0.97,0,0,-0,0.02,0,,,,,,,
753,0,,,,-0.01,-0.03,0.97,0,0,-0,0.03,0,,,,,,,
758,0,,,,-0.01,-0.03,1.02,0,1,-0,0.03,0,,,,,,,
763,0,2.71,2.738,,-0.04,-0.04,0.98,0,1,0,0.06,0,,,,,,,
768,0,,,,-0.04,-0.04,0.96,0,0,0,0.06,0,,,,,,,
773,0,,,,-0.04,-0.04,1.02,0,0,0,0.06,0,,,,,,,
778,0,,,,-0.01,-0.03,1.02,0,0,0,0.03,0,,,,,,,
783,0,,,,0.0,-0.03,0.98,1,0,0,0.03,0,,,,,,,
788,0,,,,-0.0,-0.02,0.98,1,0,0,0.02,0,,,,,,,
793,0,,,,-0.03,-0.03,1.02,0,0,0,0.04,0,,,,,,,
798,0,,,,-0.06,-0.03,1.0,0,1,0,0.06,0,,,,,,,
803,0,2.71,3.015,,-0.06,-0.03,0.97,0,0,0,0.07,0,,,,,,,
808,0,,,,-0.03,-0.03,1.02,0,-0,0,0.04,0,,,,,,,
813,0,,,,-0.01,-0.02,1.01,0,0,0,0.03,0,,,,,,,
818,0,,,,-0.01,-0.01,0.95,0,0,0,0.01,0,,,,,,,
823,0,,,,-0.02,-0.02,1.0,0,-0,0,0.03,0,,,,,,,
828,0,,,,-0.03,-0.02,1.03,0,0,-0,0.03,0,,,,,,,
833,0,,,,-0.05,-0.01,0.99,0,0,-0,0.05,0,,,,,,,
838,0,,,,-0.05,-0.02,0.99,0,-0,-0,0.05,0,,,,,,,
843,0,2.73,3.008,,-0.04,-0.02,1.04,0,-0,-0,0.04,0,0.0,0.0,0.0,0.0,0,0,0.0
848,0,,,,-0.01,-0.01,1.02,0,0,-0,0.01,0,,,,,,,
853,0,,,,-0.01,0.0,0.99,0,0,-0,0.01,0,,,,,,,
858,0,,,,-0.01,-0.0,1.01,0,0,-0,0.01,0,,,,,,,
863,0,,,,-0.04,-0.02,1.03,0,0,-0,0.04,0,,,,,,,
868,0,,,,-0.06,-0.01,0.99,0,1,-0,0.06,0,,,,,,,
873,0,,,,-0.06,-0.01,0.99,0,-0,-0,0.06,0,,,,,,,
878,0,,,,-0.03,-0.01,1.03,0,0,-0,0.03,0,,,,,,,
883,0,2.69,3.193,,-0.01,-0.02,0.98,0,0,-0,0.02,0,,,,,,,
888,0,,,,-0.01,-0.0,0.96,0,0,-0,0.01,0,,,,,,,
893,0,,,,-0.02,-0.01,1.01,0,0,-0,0.03,0,,,,,,,
898,0,,,,-0.04,-0.02,1.0,0,1,-0,0.05,0,,,,,,,
903,0,,,,-0.05,-0.02,0.95,0,0,-0,0.05,0,,,,,,,
908,0,,,,-0.05,-0.02,0.99,0,-0,-0,0.05,0,,,,,,,
913,0,,,,-0.03,-0.03,1.02,0,0,-0,0.04,0,,,,,,,
918,0,,,,-0.02,-0.03,0.99,0,0,-0,0.04,0,,,,,,,
923,0,2.7,2.981,,-0.02,-0.02,0.97,0,0,-0,0.03,0,,,,,,,
928,0,,,,-0.03,-0.02,1.01,0,0,-0,0.03,0,,,,,,,
933,0,,,,-0.05,-0.03,1.0,0,1,-0,0.06,0,,,,,,,
938,0,,,,-0.06,-0.03,0.97,0,0,-0,0.07,0,,,,,,,
943,0,,,,-0.04,-0.04,1.0,0,-0,-0,0.05,0,0.0,0.0,0.0,0.0,0,0,0.0
948,0,,,,-0.03,-0.03,1.03,0,0,-0,0.04,0,,,,,,,
953,0,,,,-0.02,-0.02,0.97,0,0,-0,0.02,0,,,,,,,
958,0,,,,-0.02,-0.03,0.98,0,-0,-0,0.03,0,,,,,,,
963,0,2.62,2.944,,-0.02,-0.03,1.03,0,0,-0,0.04,0,,,,,,,
968,0,,,,-0.04,-0.03,1.0,0,0,-0,0.05,0,,,,,,,
973,0,,,,-0.04,-0.03,0.97,0,-0,-0,0.05,0,,,,,,,
978,0,,,,-0.03,-0.03,1.02,0,0,-0,0.05,0,,,,,,,
983,0,,,,-0.01,-0.03,1.01,0,0,-0,0.03,0,,,,,,,
988,0,,,,0.01,-0.03,0.99,0,0,-0,0.03,0,,,,,,,
993,0,,,,0.01,-0.03,0.98,0,0,0,0.03,0,,,,,,,
998,0,,,,-0.01,-0.03,1.01,0,0,0,0.03,0,,,,,,,
1003,0,2.68,2.872,,-0.04,-0.03,0.99,0,1,-0,0.05,0,,,,,,,
1008,0,,,,-0.05,-0.03,0.96,0,0,0,0.06,0,,,,,,,
1013,0,,,,-0.02,-0.03,1.0,0,-0,0,0.04,0,,,,,,,
1018,0,,,,-0.01,-0.03,1.01,0,0,-0,0.03,0,,,,,,,
1023,0,,,,-0.0,-0.01,0.96,0,0,-0,0.01,0,,,,,,,
1028,0,,,,-0.01,-0.02,0.99,0,-0,0,0.02,0,,,,,,,
1033,0,,,,-0.02,-0.03,1.02,0,0,0,0.03,0,,,,,,,
1038,0,,,,-0.04,-0.02,0.99,0,0,-0,0.05,0,,,,,,,
1043,0,2.67,3.102,13.36,-0.04,-0.02,0.99,0,-0,0,0.05,0,0.0,0.0,0.0,0.0,0,0,0.0
1048,0,,,,-0.04,-0.02,1.04,0,-0,0,0.04,0,,,,,,,
1053,0,,,,-0.01,-0.01,1.03,0,0,0,0.02,0,,,,,,,
1058,0,,,,-0.0,-0.0,1.0,0,-0,0,0.0,0,,,,,,,
1063,0,,,,-0.01,-0.01,1.01,0,-0,0,0.01,0,,,,,,,
1068,0,,,,-0.03,-0.02,1.05,0,0,-0,0.04,0,,,,,,,
1073,0,,,,-0.06,-0.01,1.01,0,1,-0,0.06,0,,,,,,,
1078,0,,,,-0.06,-0.01,0.99,0,-0,-0,0.06,0,,,,,,,
1083,0,2.63,3.177,,-0.02,-0.01,1.03,0,-0,-0,0.02,0,,,,,,,
1088,0,,,,-0.01,-0.01,1.01,0,0,-0,0.02,0,,,,,,,
1093,0,,,,-0.01,0.0,0.96,0,-0,-0,0.01,0,,,,,,,
1098,0,,,,-0.02,-0.01,1.02,0,-0,-0,0.02,0,,,,,,,
1103,0,,,,-0.04,-0.01,1.03,0,0,-0,0.04,0,,,,,,,
1108,0,,,,-0.05,-0.01,0.99,0,0,-0,0.05,0,,,,,,,
1113,0,,,,-0.06,-0.01,1.0,0,-0,-0,0.06,0,,,,,,,
1118,0,,,,-0.03,-0.01,1.04,0,-0,-0,0.04,0,,,,,,,
1123,0,2.59,3.052,,-0.02,-0.01,1.02,0,0,-0,0.02,0,,,,,,,
1128,0,,,,-0.01,0.0,0.99,0,-0,-0,0.01,0,,,,,,,
1133,0,,,,-0.01,-0.0,1.01,0,-0,-0,0.01,0,,,,,,,
1138,0,,,,-0.04,-0.02,1.03,0,0,-1,0.04,0,,,,,,,
