"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"Analog1"|"V"|0.0|5.0|25,"Analog2"|""|0.0|5.0|25,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|200,"AccelY"|"G"|-3.0|3.0|200,"AccelZ"|"G"|-3.0|3.0|200,"Yaw"|"Deg/Sec"|-120|120|200,"Pitch"|"Deg/Sec"|-120|120|200,"Roll"|"Deg/Sec"|-120|120|200,"Gsum"|"G"|0.0|3.0|200,"RPM2"|"rpm"|0|8000|200,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10
433,0,,,,-0.08,-0.03,0.98,1,1,-0,0.09,15,,,,,,,
438,0,,,,-0.1,-0.03,0.95,1,0,0,0.1,15,,,,,,,
443,0,2.75,1.046,,-0.09,-0.03,0.97,1,-0,0,0.1,15,0.0,0.0,0.0,0.0,0,0,0.0
448,0,,,,-0.06,-0.03,1.01,1,-0,-0,0.06,15,,,,,,,
453,0,,,,-0.04,-0.03,0.98,1,0,-0,0.05,15,,,,,,,
458,0,,,,-0.06,-0.02,0.94,1,-0,0,0.06,15,,,,,,,
463,0,,,,-0.08,-0.03,0.99,1,-0,-0,0.08,15,,,,,,,
468,0,,,,-0.07,-0.04,1.02,1,-0,-0,0.08,15,,,,,,,
473,0,,,,-0.08,-0.03,0.98,1,-0,-0,0.08,10,,,,,,,
478,0,,,,-0.08,-0.02,0.96,1,-1,0,0.09,10,,,,,,,
578,0,,,,0.02,-0.04,0.93,0,-1,0,0.05,10,,,,,,,
583,0,,,,0.02,-0.03,0.92,0,-1,0,0.04,10,,,,,,,
588,0,,,,-0.0,-0.01,0.9,0,-1,0,0.01,10,,,,,,,
