"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"Analog1"|"V"|0.0|5.0|25,"Analog2"|""|0.0|5.0|25,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|200,"AccelY"|"G"|-3.0|3.0|200,"AccelZ"|"G"|-3.0|3.0|200,"Yaw"|"Deg/Sec"|-120|120|200,"Pitch"|"Deg/Sec"|-120|120|200,"Roll"|"Deg/Sec"|-120|120|200,"Gsum"|"G"|0.0|3.0|200,"RPM2"|"rpm"|0|8000|200,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10
438,0,,,,-0.04,-0.05,1.02,0,1,-0,0.06,0,,,,,,,
443,0,2.81,2.994,,-0.07,-0.04,0.98,0,1,-0,0.08,0,0.0,0.0,0.0,0.0,0,0,0.0
448,0,,,,-0.06,-0.04,0.98,0,-0,-0,0.07,0,,,,,,,
453,0,,,,-0.03,-0.04,1.03,0,-0,-0,0.05,0,,,,,,,
458,0,,,,-0.01,-0.04,0.98,0,0,-0,0.04,0,,,,,,,
463,0,,,,-0.01,-0.03,0.94,0,-0,-0,0.03,0,,,,,,,
468,0,,,,-0.02,-0.04,1.0,0,0,-0,0.04,0,,,,,,,
473,0,,,,-0.04,-0.05,1.0,0,1,-0,0.06,0,,,,,,,
478,0,,,,-0.06,-0.05,0.96,0,0,-0,0.07,0,,,,,,,
483,0,2.82,2.393,,-0.07,-0.05,0.99,0,-0,0,0.09,0,,,,,,,
513,0,,,,-0.07,-0.05,0.96,0,0,0,0.08,0,,,,,,,
518,0,,,,-0.05,-0.05,0.99,0,-1,0,0.07,0,,,,,,,
523,0,2.81,2.472,,-0.03,-0.04,1.03,0,-0,0,0.05,0,,,,,,,
528,0,,,,-0.02,-0.04,0.97,0,-0,0,0.04,0,,,,,,,
533,0,,,,-0.02,-0.04,0.96,0,-0,0,0.04,0,,,,,,,
558,0,,,,-0.01,-0.04,1.02,0,-0,0,0.04,0,,,,,,,
563,0,2.81,2.629,,-0.0,-0.05,0.99,1,-0,0,0.05,0,,,,,,,
568,0,,,,-0.01,-0.04,0.98,0,-0,0,0.04,0,,,,,,,
573,0,,,,-0.03,-0.05,1.02,0,0,0,0.05,0,,,,,,,
578,0,,,,-0.05,-0.05,0.99,0,0,0,0.07,0,,,,,,,
583,0,,,,-0.06,-0.05,0.97,0,-0,0,0.07,0,,,,,,,
588,0,,,,-0.03,-0.04,1.0,0,-0,0,0.05,0,,,,,,,
593,0,,,,-0.02,-0.03,1.01,0,0,-0,0.04,0,,,,,,,
598,0,,,,-0.02,-0.02,0.96,0,-0,-0,0.03,0,,,,,,,
603,0,2.79,3.401,,-0.02,-0.03,0.98,0,-0,-0,0.03,0,,,,,,,
608,0,,,,-0.02,-0.03,1.02,0,0,-0,0.04,0,,,,,,,
613,0,,,,-0.04,-0.04,0.99,0,0,-0,0.06,0,,,,,,,
618,0,,,,-0.04,-0.04,0.96,0,-0,-0,0.06,0,,,,,,,
623,0,,,,-0.03,-0.03,1.01,0,-0,-0,0.04,0,,,,,,,
628,0,,,,-0.01,-0.03,1.01,0,-0,-0,0.03,0,,,,,,,
633,0,,,,0.0,-0.03,0.97,0,-0,-0,0.03,0,,,,,,,
638,0,,,,-0.0,-0.02,0.98,0,-0,-0,0.02,0,,,,,,,
643,0,2.77,3.203,,-0.03,-0.03,1.02,0,0,-0,0.04,0,0.0,0.0,0.0,0.0,0,0,0.0
648,0,,,,-0.06,-0.04,0.97,0,0,-0,0.07,0,,,,,,,
653,0,,,,-0.06,-0.03,0.97,0,-0,-0,0.07,0,,,,,,,
658,0,,,,-0.03,-0.03,1.02,0,-0,-0,0.04,0,,,,,,,
663,0,,,,-0.01,-0.03,1.0,0,0,-0,0.03,0,,,,,,,
668,0,,,,-0.02,-0.02,0.95,0,-0,-0,0.03,0,,,,,,,
673,0,,,,-0.03,-0.03,1.0,0,-0,-0,0.04,0,,,,,,,
678,0,,,,-0.03,-0.03,1.02,0,0,-0,0.05,0,,,,,,,
683,0,2.77,2.991,,-0.05,-0.03,0.97,0,-0,-0,0.06,0,,,,,,,
688,0,,,,-0.05,-0.03,0.97,0,-1,-0,0.06,0,,,,,,,
693,0,,,,-0.03,-0.03,1.02,0,-0,-0,0.04,0,,,,,,,
698,0,,,,-0.02,-0.04,1.02,0,0,-0,0.04,0,,,,,,,
703,0,,,,-0.01,-0.03,0.98,0,-0,-0,0.03,0,,,,,,,
708,0,,,,-0.01,-0.03,1.0,0,-0,-0,0.03,0,,,,,,,
713,0,,,,-0.04,-0.04,1.03,0,0,-0,0.05,0,,,,,,,
718,0,,,,-0.06,-0.04,0.98,0,0,-0,0.07,0,,,,,,,
723,0,2.77,2.56,,-0.05,-0.04,0.98,0,-0,-0,0.07,0,,,,,,,
728,0,,,,-0.02,-0.04,1.02,0,-0,-0,0.05,0,,,,,,,
733,0,,,,-0.01,-0.04,0.99,0,0,-0,0.04,0,,,,,,,
738,0,,,,-0.02,-0.03,0.95,0,-0,-0,0.04,0,,,,,,,
743,0,,,,-0.03,-0.04,1.0,0,-0,-0,0.05,0,0.0,0.0,0.0,0.0,0,0,0.0
748,0,,,,-0.04,-0.04,1.01,0,0,-0,0.06,0,,,,,,,
753,0,,,,-0.06,-0.04,0.96,0,0,-0,0.07,0,,,,,,,
758,0,,,,-0.06,-0.04,0.99,0,-0,-0,0.07,0,,,,,,,
763,0,2.74,1.957,,-0.03,-0.05,1.02,0,0,-0,0.06,0,,,,,,,
768,0,,,,-0.03,-0.05,1.0,0,0,-0,0.06,0,,,,,,,
773,0,,,,-0.02,-0.04,0.96,0,0,-0,0.04,0,,,,,,,
778,0,,,,-0.02,-0.04,0.99,0,0,-0,0.05,0,,,,,,,
783,0,,,,-0.05,-0.05,1.0,0,1,-0,0.07,0,,,,,,,
788,0,,,,-0.06,-0.04,0.96,0,0,-0,0.08,0,,,,,,,
793,0,,,,-0.04,-0.03,0.98,0,-0,-0,0.06,0,,,,,,,
798,0,,,,-0.03,-0.03,1.02,0,0,-0,0.05,0,,,,,,,
803,0,2.76,1.629,,-0.02,-0.03,0.96,0,0,-0,0.03,0,,,,,,,
808,0,,,,-0.03,-0.02,0.96,0,-0,-0,0.04,0,,,,,,,
813,0,,,,-0.03,-0.02,1.01,0,0,-0,0.04,0,,,,,,,
