"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"Analog1"|"V"|0.0|5.0|25,"Analog2"|""|0.0|5.0|25,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|200,"AccelY"|"G"|-3.0|3.0|200,"AccelZ"|"G"|-3.0|3.0|200,"Yaw"|"Deg/Sec"|-120|120|200,"Pitch"|"Deg/Sec"|-120|120|200,"Roll"|"Deg/Sec"|-120|120|200,"Gsum"|"G"|0.0|3.0|200,"RPM2"|"rpm"|0|8000|200,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10
,,,,,,,,,,,,,,,,,,,
438,0,,,,-0.04,-0.03,1.02,0,1,-0,0.06,0,,,,,,,
443,0,2.68,3.145,,-0.07,-0.03,0.97,0,1,-0,0.08,0,0.0,0.0,0.0,0.0,0,0,0.0
448,0,,,,-0.06,-0.03,0.98,0,-0,-0,0.06,0,,,,,,,
453,0,,,,-0.02,-0.02,1.0,0,0,-0,0.03,0,,,,,,,
458,0,,,,-0.01,-0.01,0.96,0,0,-0,0.02,0,,,,,,,
463,0,,,,-0.01,-0.01,0.93,0,-0,-0,0.02,0,,,,,,,
468,0,,,,-0.02,-0.02,0.99,0,0,-0,0.03,0,,,,,,,
473,0,,,,-0.04,-0.04,0.99,0,1,-0,0.05,0,,,,,,,
478,0,,,,-0.05,-0.03,0.95,0,0,-0,0.06,0,,,,,,,
483,0,2.71,2.993,,-0.06,-0.03,0.98,0,-0,-0,0.07,0,,,,,,,
583,0,,,,-0.05,-0.03,0.94,0,0,-0,0.06,0,,,,,,,
588,0,,,,-0.02,-0.02,0.98,0,-0,-0,0.03,0,,,,,,,
593,0,,,,-0.01,-0.02,0.99,0,0,-0,0.02,0,,,,,,,
598,0,,,,0.0,-0.0,0.95,0,0,-0,0.0,0,,,,,,,
603,0,2.66,3.023,,-0.01,-0.01,0.98,0,0,-0,0.01,0,,,,,,,
608,0,,,,-0.03,-0.01,1.01,0,1,-0,0.03,0,,,,,,,
613,0,,,,-0.05,-0.01,0.98,0,0,-1,0.05,0,,,,,,,
618,0,,,,-0.06,-0.01,0.98,0,-0,-0,0.06,0,,,,,,,
623,0,,,,-0.02,-0.01,1.02,0,-0,-0,0.02,0,,,,,,,
628,0,,,,0.0,-0.0,1.01,0,0,-0,0.0,0,,,,,,,
633,0,,,,0.02,0.0,0.98,0,-0,-0,0.02,0,,,,,,,
733,0,,,,-0.01,-0.03,0.94,0,-0,-0,0.03,0,,,,,,,
738,0,,,,-0.01,-0.04,0.99,0,-0,-0,0.04,0,,,,,,,
743,0,,,,-0.03,-0.04,1.02,0,0,-0,0.05,0,0.0,0.0,0.0,0.0,0,0,0.0
748,0,,,,-0.06,-0.05,0.98,0,0,-0,0.08,0,,,,,,,
753,0,,,,-0.07,-0.04,0.98,0,-0,-0,0.08,0,,,,,,,
758,0,,,,-0.03,-0.04,1.01,0,-0,-0,0.05,0,,,,,,,
763,0,2.61,3.191,,-0.01,-0.03,1.0,0,-0,-0,0.03,0,,,,,,,
768,0,,,,0.0,-0.03,0.97,0,-0,-0,0.03,0,,,,,,,
773,0,,,,-0.0,-0.04,0.99,0,-0,-0,0.04,0,,,,,,,
778,0,,,,-0.04,-0.05,1.03,0,0,-0,0.06,0,,,,,,,
878,0,,,,-0.02,-0.03,1.02,0,0,-0,0.03,0,,,,,,,
883,0,2.59,2.721,,-0.04,-0.03,0.98,0,1,-0,0.05,0,,,,,,,
888,0,,,,-0.04,-0.02,0.95,0,-0,-0,0.05,0,,,,,,,
893,0,,,,-0.03,-0.02,1.0,0,-0,0,0.04,0,,,,,,,
898,0,,,,0.0,-0.02,1.0,0,-0,-0,0.02,0,,,,,,,
903,0,,,,0.02,-0.02,0.97,0,-0,-0,0.03,0,,,,,,,
908,0,,,,0.02,-0.02,0.96,0,-0,0,0.03,0,,,,,,,
913,0,,,,-0.02,-0.04,1.0,0,0,-0,0.04,0,,,,,,,
918,0,,,,-0.05,-0.04,0.98,0,1,-0,0.06,0,,,,,,,
923,0,2.58,3.125,,-0.04,-0.03,0.94,0,0,-0,0.05,0,,,,,,,
928,0,,,,-0.02,-0.01,0.99,0,-0,-0,0.02,0,,,,,,,
933,0,,,,-0.0,-0.02,0.98,0,0,-0,0.02,0,,,,,,,
938,0,,,,0.0,-0.01,0.94,0,-0,-0,0.01,0,,,,,,,
943,0,,,,-0.01,-0.02,0.98,0,-0,-0,0.03,0,0.0,0.0,0.0,0.0,0,0,0.0
948,0,,,,-0.03,-0.02,1.01,0,0,-0,0.03,0,,,,,,,
953,0,,,,-0.05,-0.01,0.97,0,0,-0,0.05,0,,,,,,,
958,0,,,,-0.05,-0.02,0.97,0,-0,0,0.05,0,,,,,,,
963,0,2.48,3.105,,-0.01,-0.02,1.0,0,-0,0,0.02,0,,,,,,,
968,0,,,,0.01,-0.01,0.99,0,0,-0,0.02,0,,,,,,,
973,0,,,,0.02,-0.01,0.96,0,-0,0,0.02,0,,,,,,,
978,0,,,,0.01,-0.02,0.99,1,-0,0,0.02,0,,,,,,,
983,0,,,,-0.03,-0.04,1.02,0,1,-0,0.05,0,,,,,,,
988,0,,,,-0.06,-0.03,0.97,0,1,-0,0.07,0,,,,,,,
993,0,,,,-0.05,-0.03,0.98,0,-0,0,0.06,0,,,,,,,
998,0,,,,-0.02,-0.01,1.02,0,0,-0,0.02,0,,,,,,,
1003,0,2.5,3.296,,0.0,-0.01,0.97,0,0,-0,0.01,0,,,,,,,
