"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"Analog1"|"V"|0.0|5.0|25,"Analog2"|""|0.0|5.0|25,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|200,"AccelY"|"G"|-3.0|3.0|200,"AccelZ"|"G"|-3.0|3.0|200,"Yaw"|"Deg/Sec"|-120|120|200,"Pitch"|"Deg/Sec"|-120|120|200,"Roll"|"Deg/Sec"|-120|120|200,"Gsum"|"G"|0.0|3.0|200,"RPM2"|"rpm"|0|8000|200,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10
228,0,,,,-0.03,-0.06,0.99,0,-0,-0,0.06,0,,,,,,,
233,0,,,,-0.0,-0.05,1.04,0,-0,-0,0.05,0,,,,,,,
238,0,,,,0.02,-0.05,1.02,0,-0,-0,0.05,0,,,,,,,
243,0,3.04,3.245,,0.02,-0.05,1.0,0,-0,-0,0.06,0,0.0,0.0,0.0,0.0,0,0,0.0
248,0,,,,0.01,-0.06,1.02,0,0,-0,0.06,0,,,,,,,
253,0,,,,-0.01,-0.05,1.03,0,1,-0,0.06,0,,,,,,,
258,0,,,,-0.02,-0.05,0.98,0,1,-0,0.05,0,,,,,,,
263,0,,,,-0.01,-0.05,0.98,0,-0,0,0.05,0,,,,,,,
268,0,,,,0.02,-0.05,1.01,0,-0,0,0.06,0,,,,,,,
273,0,,,,0.03,-0.05,0.98,1,-0,0,0.06,0,,,,,,,
278,0,,,,0.03,-0.06,0.95,1,0,0,0.06,0,,,,,,,
283,0,2.99,3.671,,0.02,-0.05,1.01,0,1,0,0.06,0,,,,,,,
288,0,,,,-0.01,-0.06,1.01,0,1,0,0.06,0,,,,,,,
293,0,,,,-0.02,-0.05,0.97,0,1,0,0.05,0,,,,,,,
298,0,,,,-0.01,-0.04,0.98,0,0,0,0.05,0,,,,,,,
303,0,,,,0.01,-0.05,1.02,1,1,0,0.05,0,,,,,,,
308,0,,,,0.02,-0.06,1.0,0,1,0,0.06,0,,,,,,,
313,0,,,,0.02,-0.05,0.97,0,1,-0,0.06,0,,,,,,,
318,0,,,,0.01,-0.05,1.0,0,0,-0,0.06,0,,,,,,,
323,0,3.12,3.38,,-0.02,-0.06,1.01,0,1,-0,0.06,0,,,,,,,
328,0,,,,-0.04,-0.05,0.96,0,0,0,0.06,0,,,,,,,
333,0,,,,-0.02,-0.05,0.97,0,-0,0,0.05,0,,,,,,,
338,0,,,,-0.0,-0.06,1.02,0,0,0,0.06,0,,,,,,,
343,0,,,,0.01,-0.05,0.97,0,0,0,0.06,0,0.0,0.0,0.0,0.0,0,0,0.0
348,0,,,,0.0,-0.06,0.95,0,0,0,0.06,0,,,,,,,
353,0,,,,-0.0,-0.06,0.99,0,0,0,0.06,0,,,,,,,
358,0,,,,-0.02,-0.06,0.98,0,1,-0,0.06,0,,,,,,,
363,0,3.07,3.714,,-0.03,-0.05,0.95,0,1,-0,0.06,0,,,,,,,
368,0,,,,-0.03,-0.05,0.97,0,0,-0,0.06,0,,,,,,,
373,0,,,,-0.01,-0.06,1.01,0,0,-0,0.06,0,,,,,,,
378,0,,,,0.0,-0.06,0.98,0,1,-0,0.06,0,,,,,,,
383,0,,,,-0.0,-0.05,0.96,0,0,0,0.05,0,,,,,,,
388,0,,,,-0.01,-0.05,1.0,0,0,-0,0.06,0,,,,,,,
393,0,,,,-0.04,-0.05,1.0,0,1,-0,0.06,0,,,,,,,
398,0,,,,-0.06,-0.04,0.97,0,1,-0,0.07,0,,,,,,,
403,0,3.09,3.448,,-0.04,-0.04,0.99,0,-0,-0,0.05,0,,,,,,,
408,0,,,,-0.02,-0.04,1.02,0,0,-0,0.05,0,,,,,,,
413,0,,,,-0.01,-0.04,0.97,0,0,-0,0.04,0,,,,,,,
418,0,,,,-0.01,-0.04,0.96,0,0,-0,0.05,0,,,,,,,
423,0,,,,-0.01,-0.04,1.01,0,0,-0,0.04,0,,,,,,,
428,0,,,,-0.03,-0.04,1.02,0,1,-0,0.05,0,,,,,,,
433,0,,,,-0.04,-0.03,0.98,0,0,-0,0.05,0,,,,,,,
438,0,,,,-0.03,-0.04,1.01,0,0,-0,0.05,0,,,,,,,
443,0,3.11,3.181,,-0.01,-0.04,1.02,0,0,-0,0.04,0,0.0,0.0,0.0,0.0,0,0,0.0
448,0,,,,-0.0,-0.04,1.0,0,0,-0,0.04,0,,,,,,,
453,0,,,,0.01,-0.04,0.98,0,0,-0,0.04,0,,,,,,,
458,0,,,,-0.01,-0.05,1.01,0,0,-0,0.05,0,,,,,,,
463,0,,,,-0.03,-0.04,1.02,0,1,-0,0.06,0,,,,,,,
468,0,,,,-0.04,-0.04,0.98,0,1,-0,0.06,0,,,,,,,
473,0,,,,-0.03,-0.04,0.99,0,-0,-0,0.05,0,,,,,,,
478,0,,,,0.0,-0.04,1.01,0,0,-0,0.04,0,,,,,,,
483,0,3.09,2.822,,0.01,-0.04,0.98,0,0,-0,0.04,0,,,,,,,
488,0,,,,0.01,-0.04,0.95,0,0,-0,0.04,0,,,,,,,
493,0,,,,0.01,-0.05,1.0,0,0,-0,0.05,0,,,,,,,
498,0,,,,-0.01,-0.05,1.01,0,1,-0,0.05,0,,,,,,,
503,0,,,,-0.01,-0.04,0.97,0,0,-0,0.04,0,,,,,,,
508,0,,,,-0.02,-0.04,0.98,0,0,-0,0.04,0,,,,,,,
513,0,,,,0.0,-0.04,1.0,0,0,-0,0.04,0,,,,,,,
518,0,,,,0.03,-0.04,0.99,0,0,-0,0.05,0,,,,,,,
523,0,3.12,3.279,,0.03,-0.04,0.98,0,0,-0,0.05,0,,,,,,,
528,0,,,,0.02,-0.05,0.99,0,0,-0,0.05,0,,,,,,,
533,0,,,,-0.02,-0.05,1.0,0,1,-0,0.05,0,,,,,,,
538,0,,,,-0.03,-0.04,0.98,0,1,-0,0.05,0,,,,,,,
543,0,,,,-0.03,-0.04,0.98,0,0,-0,0.05,0,0.0,0.0,0.0,0.0,0,0,0.0
548,0,,,,0.0,-0.04,1.0,0,0,-0,0.04,0,,,,,,,
553,0,,,,0.01,-0.04,0.99,0,0,-0,0.04,0,,,,,,,
558,0,,,,-0.01,-0.04,0.96,0,0,-0,0.04,0,,,,,,,
563,0,3.12,3.25,,-0.02,-0.04,1.0,0,0,-0,0.05,0,,,,,,,
568,0,,,,-0.03,-0.05,1.0,0,0,-0,0.06,0,,,,,,,
573,0,,,,-0.04,-0.05,0.98,0,0,-0,0.06,0,,,,,,,
578,0,,,,-0.04,-0.04,0.99,0,0,-0,0.06,0,,,,,,,
583,0,,,,-0.02,-0.04,1.01,0,0,-0,0.05,0,,,,,,,
588,0,,,,-0.0,-0.04,1.0,0,0,-0,0.04,0,,,,,,,
593,0,,,,-0.0,-0.04,0.98,0,0,-0,0.04,0,,,,,,,
598,0,,,,-0.01,-0.05,0.99,0,0,-0,0.05,0,,,,,,,
603,0,3.1,3.538,,-0.03,-0.05,1.01,0,0,-0,0.06,0,,,,,,,
608,0,,,,-0.05,-0.04,0.97,0,0,-0,0.07,0,,,,,,,
613,0,,,,-0.04,-0.04,0.97,0,-0,-0,0.06,0,,,,,,,
618,0,,,,-0.01,-0.04,1.0,0,-0,-0,0.04,0,,,,,,,
623,0,,,,-0.01,-0.04,0.98,0,0,-0,0.04,0,,,,,,,
628,0,,,,-0.01,-0.04,0.95,0,-0,-0,0.04,0,,,,,,,
633,0,,,,-0.02,-0.04,0.99,0,-0,-0,0.04,0,,,,,,,
638,0,,,,-0.03,-0.04,1.01,0,0,-0,0.05,0,,,,,,,
643,0,3.02,2.565,,-0.04,-0.03,0.98,0,0,-0,0.06,0,0.0,0.0,0.0,0.0,0,0,0.0
648,0,,,,-0.05,-0.04,0.98,0,-0,0,0.06,0,,,,,,,
653,0,,,,-0.03,-0.03,1.02,0,-0,-0,0.05,0,,,,,,,
658,0,,,,-0.01,-0.04,1.0,0,0,-0,0.04,0,,,,,,,
663,0,,,,-0.0,-0.04,0.98,0,-0,-0,0.04,0,,,,,,,
668,0,,,,-0.0,-0.04,0.99,0,-0,-0,0.04,0,,,,,,,
673,0,,,,-0.03,-0.05,1.02,0,0,-0,0.05,0,,,,,,,
678,0,,,,-0.04,-0.04,0.99,0,0,-0,0.06,0,,,,,,,
683,0,2.98,1.682,,-0.04,-0.04,0.98,0,-0,-0,0.06,0,,,,,,,
688,0,,,,-0.01,-0.04,1.01,0,-0,-0,0.04,0,,,,,,,
693,0,,,,0.0,-0.04,1.0,0,0,-0,0.04,0,,,,,,,
698,0,,,,-0.0,-0.04,0.96,0,0,-0,0.04,0,,,,,,,
703,0,,,,-0.01,-0.04,0.99,0,-0,-0,0.04,0,,,,,,,
708,0,,,,-0.02,-0.04,1.02,0,0,-0,0.05,0,,,,,,,
