"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"Analog1"|"V"|0.0|5.0|25,"Analog2"|""|0.0|5.0|25,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|200,"AccelY"|"G"|-3.0|3.0|200,"AccelZ"|"G"|-3.0|3.0|200,"Yaw"|"Deg/Sec"|-120|120|200,"Pitch"|"Deg/Sec"|-120|120|200,"Roll"|"Deg/Sec"|-120|120|200,"Gsum"|"G"|0.0|3.0|200,"RPM2"|"rpm"|0|8000|200,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10
333,0,,,,-0.03,-0.05,0.96,0,1,-0,0.05,0,,,,,,,
368,0,,,,-0.05,-0.05,0.98,0,0,-0,0.07,0,,,,,,,
373,0,,,,-0.05,-0.04,0.97,0,-0,-0,0.06,0,,,,,,,
378,0,,,,-0.02,-0.04,1.0,0,-0,-0,0.04,0,,,,,,,
383,0,,,,-0.01,-0.04,1.01,0,0,-0,0.04,0,,,,,,,
388,0,,,,-0.02,-0.03,0.96,0,-0,-0,0.03,0,,,,,,,
393,0,,,,-0.02,-0.04,0.99,0,-0,-0,0.05,0,,,,,,,
398,0,,,,-0.02,-0.05,1.01,0,-0,-0,0.06,0,,,,,,,
403,0,3.07,3.116,,-0.03,-0.05,0.99,0,0,-0,0.06,0,,,,,,,
408,0,,,,-0.03,-0.04,0.97,0,-0,-0,0.05,0,,,,,,,
413,0,,,,-0.04,-0.04,1.01,0,-0,-0,0.06,0,,,,,,,
418,0,,,,-0.01,-0.03,1.01,0,-0,-0,0.04,0,,,,,,,
423,0,,,,0.01,-0.04,0.98,0,-0,-0,0.04,0,,,,,,,
428,0,,,,0.01,-0.04,0.97,0,-0,-0,0.04,0,,,,,,,
433,0,,,,-0.01,-0.05,1.0,0,0,-0,0.05,0,,,,,,,
438,0,,,,-0.04,-0.05,1.0,0,0,-0,0.07,0,,,,,,,
443,0,3.06,2.735,,-0.04,-0.05,0.97,0,0,-0,0.06,0,0.0,0.0,0.0,0.0,0,0,0.0
448,0,,,,-0.04,-0.04,0.98,0,-0,-0,0.06,0,,,,,,,
453,0,,,,-0.01,-0.04,1.0,0,-0,-0,0.05,0,,,,,,,
458,0,,,,-0.01,-0.04,0.98,0,0,-0,0.04,0,,,,,,,
