"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"Analog1"|"V"|0.0|5.0|25,"Analog2"|""|0.0|5.0|25,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|200,"AccelY"|"G"|-3.0|3.0|200,"AccelZ"|"G"|-3.0|3.0|200,"Yaw"|"Deg/Sec"|-120|120|200,"Pitch"|"Deg/Sec"|-120|120|200,"Roll"|"Deg/Sec"|-120|120|200,"Gsum"|"G"|0.0|3.0|200,"RPM2"|"rpm"|0|8000|200,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10
,,,,,,,,,,,,,,,,,,,
438,0,,,,-0.0,-0.04,0.96,0,0,-0,0.04,0,,,,,,,
443,0,2.68,2.787,,0.0,-0.04,0.97,0,0,-0,0.04,0,0.0,0.0,0.0,0.0,0,0,0.0
448,0,,,,-0.01,-0.05,1.0,0,0,-0,0.05,0,,,,,,,
453,0,,,,-0.04,-0.05,0.97,0,0,-0,0.06,0,,,,,,,
458,0,,,,-0.04,-0.04,0.95,0,-0,-0,0.06,0,,,,,,,
463,0,,,,-0.01,-0.04,1.0,0,-0,-0,0.04,0,,,,,,,
468,0,,,,-0.0,-0.04,0.99,0,0,-0,0.04,0,,,,,,,
473,0,,,,-0.0,-0.02,0.94,0,-0,-0,0.02,0,,,,,,,
478,0,,,,-0.0,-0.03,0.98,0,-0,-0,0.03,0,,,,,,,
483,0,2.66,3.331,,-0.0,-0.04,1.0,0,0,-0,0.04,0,,,,,,,
583,0,,,,0.0,-0.03,0.98,0,0,-0,0.03,0,,,,,,,
588,0,,,,0.0,-0.05,1.01,0,0,-0,0.05,0,,,,,,,
593,0,,,,-0.02,-0.05,1.0,0,0,-0,0.05,0,,,,,,,
598,0,,,,-0.03,-0.05,0.97,0,0,-0,0.06,0,,,,,,,
603,0,2.74,3.117,,-0.02,-0.05,1.0,0,-0,-0,0.05,0,,,,,,,
608,0,,,,-0.02,-0.04,1.0,0,0,-0,0.04,0,,,,,,,
613,0,,,,-0.01,-0.03,0.95,0,0,-0,0.04,0,,,,,,,
618,0,,,,-0.01,-0.04,0.97,0,-0,-0,0.04,0,,,,,,,
